REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,2026/05/06 12:50:00,4688.61,0.01,TRADE
VIC1,2026/05/06 12:55:00,4689.77,0.02,TRADE
VIC1,2026/05/06 13:00:00,4663.53,0.02,TRADE
VIC1,2026/05/06 13:05:00,4657.99,0,TRADE
VIC1,2026/05/06 13:10:00,4581.11,0,TRADE
VIC1,2026/05/06 13:15:00,4540.58,0,TRADE
VIC1,2026/05/06 13:20:00,4431.95,0,TRADE
VIC1,2026/05/06 13:25:00,4479.72,0,TRADE
VIC1,2026/05/06 13:30:00,4543.11,-0.10,TRADE
VIC1,2026/05/06 13:35:00,4535.08,-0.05,TRADE
VIC1,2026/05/06 13:40:00,4601.9,-0.05,TRADE
VIC1,2026/05/06 13:45:00,4623.85,-0.05,TRADE
VIC1,2026/05/06 13:50:00,4633.87,-0.10,TRADE
VIC1,2026/05/06 13:55:00,4653.3,0,TRADE
VIC1,2026/05/06 14:00:00,4679.6,-0.05,TRADE
VIC1,2026/05/06 14:05:00,4705.55,-0.05,TRADE
VIC1,2026/05/06 14:10:00,4718.25,-0.10,TRADE
VIC1,2026/05/06 14:15:00,4685.64,0,TRADE
VIC1,2026/05/06 14:20:00,4709.35,-0.05,TRADE
VIC1,2026/05/06 14:25:00,4743.43,-0.10,TRADE
VIC1,2026/05/06 14:30:00,4750.16,-0.10,TRADE
VIC1,2026/05/06 14:35:00,4757.09,-0.10,TRADE
VIC1,2026/05/06 14:40:00,4757.77,-0.01,TRADE
VIC1,2026/05/06 14:45:00,4893.61,0,TRADE
VIC1,2026/05/06 14:50:00,4938.42,8.53,TRADE
VIC1,2026/05/06 14:55:00,4974.7,0,TRADE
VIC1,2026/05/06 15:00:00,4922.19,0,TRADE
VIC1,2026/05/06 15:05:00,4872.59,0,TRADE
VIC1,2026/05/06 15:10:00,4813.2,0,TRADE
VIC1,2026/05/06 15:15:00,4784.45,0.65,TRADE
VIC1,2026/05/06 15:20:00,4862.54,0.02,TRADE
VIC1,2026/05/06 15:25:00,4868.83,-0.05,TRADE
VIC1,2026/05/06 15:30:00,4846.95,-0.05,TRADE
VIC1,2026/05/06 15:35:00,4882.19,-0.10,TRADE
VIC1,2026/05/06 15:40:00,4930.95,-0.10,TRADE
VIC1,2026/05/06 15:45:00,5010.36,-0.10,TRADE
VIC1,2026/05/06 15:50:00,5091.38,-0.10,TRADE
VIC1,2026/05/06 15:55:00,5145.8,-0.01,TRADE
VIC1,2026/05/06 16:00:00,5238.05,0,TRADE
VIC1,2026/05/06 16:05:00,5339.85,0,TRADE
VIC1,2026/05/06 16:10:00,5366,-0.10,TRADE
VIC1,2026/05/06 16:15:00,5388.42,-0.10,TRADE
VIC1,2026/05/06 16:20:00,5514.02,0.65,TRADE
VIC1,2026/05/06 16:25:00,5528.52,0.01,TRADE
VIC1,2026/05/06 16:30:00,5621.34,0.01,TRADE
VIC1,2026/05/06 16:35:00,5679.43,4.55,TRADE
VIC1,2026/05/06 16:40:00,5761.2,4.55,TRADE
VIC1,2026/05/06 16:45:00,5877.41,4.55,TRADE
VIC1,2026/05/06 16:50:00,5929.91,9,TRADE
VIC1,2026/05/06 16:55:00,6017.3,8.95,TRADE
VIC1,2026/05/06 17:00:00,6111.11,9,TRADE
VIC1,2026/05/06 17:05:00,6175.35,-0.05,TRADE
VIC1,2026/05/06 17:10:00,6194.73,-0.05,TRADE
VIC1,2026/05/06 17:15:00,6272.89,4.55,TRADE
VIC1,2026/05/06 17:20:00,6328.79,4.55,TRADE
VIC1,2026/05/06 17:25:00,6400.75,0.21,TRADE
VIC1,2026/05/06 17:30:00,6409.95,0.01,TRADE
VIC1,2026/05/06 17:35:00,6486.3,0.01,TRADE
VIC1,2026/05/06 17:40:00,6477.81,-0.05,TRADE
VIC1,2026/05/06 17:45:00,6514.13,0,TRADE
VIC1,2026/05/06 17:50:00,6567.31,0.01,TRADE
VIC1,2026/05/06 17:55:00,6601.11,-0.05,TRADE
VIC1,2026/05/06 18:00:00,6640.9,-0.05,TRADE
VIC1,2026/05/06 18:05:00,6615.85,-0.10,TRADE
VIC1,2026/05/06 18:10:00,6638.26,-0.10,TRADE
VIC1,2026/05/06 18:15:00,6637.14,-0.10,TRADE
VIC1,2026/05/06 18:20:00,6684.07,-0.10,TRADE
VIC1,2026/05/06 18:25:00,6713.77,-0.10,TRADE
VIC1,2026/05/06 18:30:00,6642.67,-0.10,TRADE
VIC1,2026/05/06 18:35:00,6556.18,-0.10,TRADE
VIC1,2026/05/06 18:40:00,6539.55,18.73,TRADE
VIC1,2026/05/06 18:45:00,6541.27,-12.10,TRADE
VIC1,2026/05/06 18:50:00,6537.16,-0.10,TRADE
VIC1,2026/05/06 18:55:00,6512.87,-0.10,TRADE
VIC1,2026/05/06 19:00:00,6514.32,-0.10,TRADE
VIC1,2026/05/06 19:05:00,6471.01,-0.10,TRADE
VIC1,2026/05/06 19:10:00,6377.05,-0.10,TRADE
VIC1,2026/05/06 19:15:00,6409.27,-0.10,TRADE
VIC1,2026/05/06 19:20:00,6389.61,-0.10,TRADE
VIC1,2026/05/06 19:25:00,6418.16,-0.10,TRADE
VIC1,2026/05/06 19:30:00,6409.47,-0.10,TRADE
VIC1,2026/05/06 19:35:00,6405.9,-0.10,TRADE
VIC1,2026/05/06 19:40:00,6306.94,-0.10,TRADE
VIC1,2026/05/06 19:45:00,6406.23,-0.10,TRADE
VIC1,2026/05/06 19:50:00,6412.25,-0.10,TRADE
VIC1,2026/05/06 19:55:00,6377.68,-0.10,TRADE
VIC1,2026/05/06 20:00:00,6352.33,-0.10,TRADE
VIC1,2026/05/06 20:05:00,6319.62,-0.10,TRADE
VIC1,2026/05/06 20:10:00,6223.89,-0.10,TRADE
VIC1,2026/05/06 20:15:00,6201.72,0.01,TRADE
VIC1,2026/05/06 20:20:00,6191.72,0.01,TRADE
VIC1,2026/05/06 20:25:00,6234.12,5.33,TRADE
VIC1,2026/05/06 20:30:00,6244.5,9,TRADE
VIC1,2026/05/06 20:35:00,6178.4,9,TRADE
VIC1,2026/05/06 20:40:00,6215.97,5.33,TRADE
VIC1,2026/05/06 20:45:00,6181.15,4.55,TRADE
VIC1,2026/05/06 20:50:00,6075.03,-0.10,TRADE
VIC1,2026/05/06 20:55:00,6013.03,-0.10,TRADE
VIC1,2026/05/06 21:00:00,6001.24,-0.10,TRADE
VIC1,2026/05/06 21:05:00,5950,-0.10,TRADE
VIC1,2026/05/06 21:10:00,5929.63,-0.10,TRADE
VIC1,2026/05/06 21:15:00,5884,-0.10,TRADE
VIC1,2026/05/06 21:20:00,5867.49,-0.05,TRADE
VIC1,2026/05/06 21:25:00,5850.13,-0.05,TRADE
VIC1,2026/05/06 21:30:00,5842,-0.05,TRADE
VIC1,2026/05/06 21:35:00,5844.6,0.01,TRADE
VIC1,2026/05/06 21:40:00,5786.78,0.01,TRADE
VIC1,2026/05/06 21:45:00,5682.71,-0.05,TRADE
VIC1,2026/05/06 21:50:00,5632.48,0.01,TRADE
VIC1,2026/05/06 21:55:00,5652.8,0.01,TRADE
VIC1,2026/05/06 22:00:00,5631.58,0.01,TRADE
VIC1,2026/05/06 22:05:00,5485.37,0.01,TRADE
VIC1,2026/05/06 22:10:00,5523.96,0.01,TRADE
VIC1,2026/05/06 22:15:00,5461.19,0.01,TRADE
VIC1,2026/05/06 22:20:00,5419.53,4.55,TRADE
VIC1,2026/05/06 22:25:00,5387.92,4.55,TRADE
VIC1,2026/05/06 22:30:00,5295.09,4.55,TRADE
VIC1,2026/05/06 22:35:00,5258.49,4.55,TRADE
VIC1,2026/05/06 22:40:00,5222.53,4.55,TRADE
VIC1,2026/05/06 22:45:00,5248.37,7.90,TRADE
VIC1,2026/05/06 22:50:00,5212.62,4.55,TRADE
VIC1,2026/05/06 22:55:00,5131.17,4.55,TRADE
VIC1,2026/05/06 23:00:00,5069,1.11,TRADE
VIC1,2026/05/06 23:05:00,5152.84,1.14,TRADE
VIC1,2026/05/06 23:10:00,5208.85,4.55,TRADE
VIC1,2026/05/06 23:15:00,5289.62,1.14,TRADE
VIC1,2026/05/06 23:20:00,5249.76,0.01,TRADE
VIC1,2026/05/06 23:25:00,5205.76,-0.05,TRADE
VIC1,2026/05/06 23:30:00,5173.44,-0.10,TRADE
VIC1,2026/05/06 23:35:00,5171.43,-0.10,TRADE
VIC1,2026/05/06 23:40:00,5168.49,-0.10,TRADE
VIC1,2026/05/06 23:45:00,5133.52,-0.10,TRADE
VIC1,2026/05/06 23:50:00,5049.51,-0.10,TRADE
VIC1,2026/05/06 23:55:00,5073.82,-0.05,TRADE
VIC1,2026/05/07 00:00:00,5052.28,0.01,TRADE
VIC1,2026/05/07 00:05:00,4996.77,0.01,TRADE
VIC1,2026/05/07 00:10:00,5020.95,1.05,TRADE
VIC1,2026/05/07 00:15:00,4905.67,-0.05,TRADE
VIC1,2026/05/07 00:20:00,4838.47,-0.05,TRADE
VIC1,2026/05/07 00:25:00,4814.76,1.05,TRADE
VIC1,2026/05/07 00:30:00,4841.3,4.55,TRADE
VIC1,2026/05/07 00:35:00,4835.2,8.52,TRADE
VIC1,2026/05/07 00:40:00,4744.42,4.55,TRADE
VIC1,2026/05/07 00:45:00,4802.82,4.55,TRADE
VIC1,2026/05/07 00:50:00,4755.1,4.55,TRADE
VIC1,2026/05/07 00:55:00,4751.64,1.12,TRADE
VIC1,2026/05/07 01:00:00,4646.17,0.01,TRADE
VIC1,2026/05/07 01:05:00,4576.79,0,TRADE
VIC1,2026/05/07 01:10:00,4572.83,-0.05,TRADE
VIC1,2026/05/07 01:15:00,4633.23,0,TRADE
VIC1,2026/05/07 01:20:00,4592.66,-0.05,TRADE
VIC1,2026/05/07 01:25:00,4507.29,-0.02,TRADE
VIC1,2026/05/07 01:30:00,4518.07,0,TRADE
VIC1,2026/05/07 01:35:00,4531.47,0.15,TRADE
VIC1,2026/05/07 01:40:00,4541.35,0.01,TRADE
VIC1,2026/05/07 01:45:00,4514.59,0.01,TRADE
VIC1,2026/05/07 01:50:00,4399.84,0.01,TRADE
VIC1,2026/05/07 01:55:00,4381.04,0,TRADE
VIC1,2026/05/07 02:00:00,4319.58,0.01,TRADE
VIC1,2026/05/07 02:05:00,4390.13,0.01,TRADE
VIC1,2026/05/07 02:10:00,4331.56,0,TRADE
VIC1,2026/05/07 02:15:00,4256.03,0,TRADE
VIC1,2026/05/07 02:20:00,4355.23,8.29,TRADE
VIC1,2026/05/07 02:25:00,4376.32,8.49,TRADE
VIC1,2026/05/07 02:30:00,4393.3,8.54,TRADE
VIC1,2026/05/07 02:35:00,4388.4,1.17,TRADE
VIC1,2026/05/07 02:40:00,4307.68,4.55,TRADE
VIC1,2026/05/07 02:45:00,4306.8,4.55,TRADE
VIC1,2026/05/07 02:50:00,4332.55,4.55,TRADE
VIC1,2026/05/07 02:55:00,4306.51,4.55,TRADE
VIC1,2026/05/07 03:00:00,4291.81,4.55,TRADE
VIC1,2026/05/07 03:05:00,4318.89,4.55,TRADE
VIC1,2026/05/07 03:10:00,4366.96,8.53,TRADE
VIC1,2026/05/07 03:15:00,4305.3,4.55,TRADE
VIC1,2026/05/07 03:20:00,4338.05,4.55,TRADE
VIC1,2026/05/07 03:25:00,4306.84,4.55,TRADE
VIC1,2026/05/07 03:30:00,4334.1,4.55,TRADE
VIC1,2026/05/07 03:35:00,4339.35,-0.05,TRADE
VIC1,2026/05/07 03:40:00,4289.39,0,TRADE
VIC1,2026/05/07 03:45:00,4280.57,1,TRADE
VIC1,2026/05/07 03:50:00,4319.17,0.01,TRADE
VIC1,2026/05/07 03:55:00,4355.88,7.70,TRADE
VIC1,2026/05/07 04:00:00,4303.93,0.01,TRADE
VIC1,2026/05/07 04:05:00,4362.26,1.12,TRADE
VIC1,2026/05/07 04:10:00,4420.83,5.08,TRADE
VIC1,2026/05/07 04:15:00,4406.38,8.01,TRADE
VIC1,2026/05/07 04:20:00,4439.56,5.08,TRADE
VIC1,2026/05/07 04:25:00,4392.62,5.08,TRADE
VIC1,2026/05/07 04:30:00,4364.7,-0.05,TRADE
VIC1,2026/05/07 04:35:00,4471.64,1.08,TRADE
VIC1,2026/05/07 04:40:00,4493.81,5.08,TRADE
VIC1,2026/05/07 04:45:00,4455.94,0,TRADE
VIC1,2026/05/07 04:50:00,4522.3,8.95,TRADE
VIC1,2026/05/07 04:55:00,4573.35,0.02,TRADE
VIC1,2026/05/07 05:00:00,4657.61,5.08,TRADE
VIC1,2026/05/07 05:05:00,4700.12,5.08,TRADE
VIC1,2026/05/07 05:10:00,4686.99,15.11,TRADE
VIC1,2026/05/07 05:15:00,4731.31,8.95,TRADE
VIC1,2026/05/07 05:20:00,4834.98,14.39,TRADE
VIC1,2026/05/07 05:25:00,4889.91,10.65,TRADE
VIC1,2026/05/07 05:30:00,4839.05,8.94,TRADE
VIC1,2026/05/07 05:35:00,4929.99,8.95,TRADE
VIC1,2026/05/07 05:40:00,4973.02,8.94,TRADE
VIC1,2026/05/07 05:45:00,5048.46,14.23,TRADE
VIC1,2026/05/07 05:50:00,5161.13,15.11,TRADE
VIC1,2026/05/07 05:55:00,5181.98,15.11,TRADE
VIC1,2026/05/07 06:00:00,5284.2,10.65,TRADE
VIC1,2026/05/07 06:05:00,5332.03,8.95,TRADE
VIC1,2026/05/07 06:10:00,5400.76,8.95,TRADE
VIC1,2026/05/07 06:15:00,5595.21,10.65,TRADE
VIC1,2026/05/07 06:20:00,5718.11,15.11,TRADE
VIC1,2026/05/07 06:25:00,5781.71,15.11,TRADE
VIC1,2026/05/07 06:30:00,5883.55,15.11,TRADE
VIC1,2026/05/07 06:35:00,5905.25,8.95,TRADE
VIC1,2026/05/07 06:40:00,6011.09,8.95,TRADE
VIC1,2026/05/07 06:45:00,6218.93,15.11,TRADE
VIC1,2026/05/07 06:50:00,6295.65,15.11,TRADE
VIC1,2026/05/07 06:55:00,6405.9,15.15,TRADE
VIC1,2026/05/07 07:00:00,6472.24,15.15,TRADE
VIC1,2026/05/07 07:05:00,6517.14,29.69,TRADE
VIC1,2026/05/07 07:10:00,6665.46,29.69,TRADE
VIC1,2026/05/07 07:15:00,6735.5,29.69,TRADE
VIC1,2026/05/07 07:20:00,6880.2,29.69,TRADE
VIC1,2026/05/07 07:25:00,6941.79,29.69,TRADE
VIC1,2026/05/07 07:30:00,6933.4,52.18,TRADE
VIC1,2026/05/07 07:35:00,6979.11,49.09,TRADE
VIC1,2026/05/07 07:40:00,7075.61,29.69,TRADE
VIC1,2026/05/07 07:45:00,7113.79,54.13,TRADE
VIC1,2026/05/07 07:50:00,7120.86,52,TRADE
VIC1,2026/05/07 07:55:00,7228.82,52.93,TRADE
VIC1,2026/05/07 08:00:00,7221.6,38.39,TRADE
VIC1,2026/05/07 08:05:00,7213.73,29.39,TRADE
VIC1,2026/05/07 08:10:00,7244.25,39.21,TRADE
VIC1,2026/05/07 08:15:00,7148.46,39.47,TRADE
VIC1,2026/05/07 08:20:00,7098.68,38.03,TRADE
VIC1,2026/05/07 08:25:00,7072.95,29.69,TRADE
VIC1,2026/05/07 08:30:00,7007.67,29.69,TRADE
VIC1,2026/05/07 08:35:00,6858.83,15.11,TRADE
VIC1,2026/05/07 08:40:00,6898.12,15.11,TRADE
VIC1,2026/05/07 08:45:00,6877.28,10.65,TRADE
VIC1,2026/05/07 08:50:00,6898.79,8.94,TRADE
VIC1,2026/05/07 08:55:00,6919.83,11.52,TRADE
VIC1,2026/05/07 09:00:00,6885.64,8.95,TRADE
VIC1,2026/05/07 09:05:00,6864.77,13.62,TRADE
VIC1,2026/05/07 09:10:00,6953.35,37.03,TRADE
VIC1,2026/05/07 09:15:00,6931.85,39.50,TRADE
VIC1,2026/05/07 09:20:00,6826.5,10.65,TRADE
VIC1,2026/05/07 09:25:00,6803.68,8.95,TRADE
VIC1,2026/05/07 09:30:00,6664.77,1.26,TRADE
VIC1,2026/05/07 09:35:00,6567.28,1.13,TRADE
VIC1,2026/05/07 09:40:00,6535.41,5.56,TRADE
VIC1,2026/05/07 09:45:00,6455.67,1.26,TRADE
VIC1,2026/05/07 09:50:00,6464.96,8.95,TRADE
VIC1,2026/05/07 09:55:00,6436.93,7.79,TRADE
VIC1,2026/05/07 10:00:00,6450.24,5.81,TRADE
VIC1,2026/05/07 10:05:00,6446.74,23.85,TRADE
VIC1,2026/05/07 10:10:00,6563.95,21.45,TRADE
VIC1,2026/05/07 10:15:00,6628.91,12.93,TRADE
VIC1,2026/05/07 10:20:00,6582.83,12.60,TRADE
VIC1,2026/05/07 10:25:00,6563.72,12.64,TRADE
VIC1,2026/05/07 10:30:00,6516.98,10.65,TRADE
VIC1,2026/05/07 10:35:00,6449.52,1.89,TRADE
VIC1,2026/05/07 10:40:00,6362.27,8.95,TRADE
VIC1,2026/05/07 10:45:00,6305.34,8.95,TRADE
VIC1,2026/05/07 10:50:00,6260.79,9.44,TRADE
VIC1,2026/05/07 10:55:00,6161.32,7.05,TRADE
VIC1,2026/05/07 11:00:00,6171.59,1.26,TRADE
VIC1,2026/05/07 11:05:00,6150.9,1.85,TRADE
VIC1,2026/05/07 11:10:00,6224.73,8.95,TRADE
VIC1,2026/05/07 11:15:00,6226.03,6.01,TRADE
VIC1,2026/05/07 11:20:00,6230.19,1.67,TRADE
VIC1,2026/05/07 11:25:00,6166.6,8.91,TRADE
VIC1,2026/05/07 11:30:00,6075.67,1.17,TRADE
VIC1,2026/05/07 11:35:00,5951.38,9.55,TRADE
VIC1,2026/05/07 11:40:00,5869.31,8.95,TRADE
VIC1,2026/05/07 11:45:00,5772.32,8.66,TRADE
VIC1,2026/05/07 11:50:00,5802.09,8.95,TRADE
VIC1,2026/05/07 11:55:00,5864.45,1.92,TRADE
VIC1,2026/05/07 12:00:00,5917.96,0.88,TRADE
VIC1,2026/05/07 12:05:00,5877.32,4.34,TRADE
VIC1,2026/05/07 12:10:00,5909.53,3.50,TRADE
VIC1,2026/05/07 12:15:00,5882.87,-0.05,TRADE
VIC1,2026/05/07 12:20:00,5958.33,1.09,TRADE
VIC1,2026/05/07 12:25:00,5951.7,-0.05,TRADE
VIC1,2026/05/07 12:30:00,5906.68,0,TRADE
VIC1,2026/05/07 12:35:00,5893.82,-0.10,TRADE
VIC1,2026/05/07 12:40:00,5879.75,0.02,TRADE
VIC1,2026/05/07 12:45:00,5768.18,-0.10,TRADE
VIC1,2026/05/07 12:50:00,5782.58,-0.05,TRADE
VIC1,2026/05/07 12:55:00,5739.66,-0.10,TRADE
VIC1,2026/05/07 13:00:00,5837.27,-0.05,TRADE
VIC1,2026/05/07 13:05:00,5975.05,-0.10,TRADE
VIC1,2026/05/07 13:10:00,5984.47,0.58,TRADE
VIC1,2026/05/07 13:15:00,5981.64,1.10,TRADE
VIC1,2026/05/07 13:20:00,5977.87,0.02,TRADE
VIC1,2026/05/07 13:25:00,5889.29,-0.05,TRADE
VIC1,2026/05/07 13:30:00,5835.21,-0.10,TRADE
VIC1,2026/05/07 13:35:00,5818.9,-0.05,TRADE
VIC1,2026/05/07 13:40:00,5598.75,-0.10,TRADE
VIC1,2026/05/07 13:45:00,5661.62,-0.10,TRADE
VIC1,2026/05/07 13:50:00,5701.15,-0.10,TRADE
VIC1,2026/05/07 13:55:00,5732.04,-0.10,TRADE
VIC1,2026/05/07 14:00:00,5776.85,-0.10,TRADE
VIC1,2026/05/07 14:05:00,5805.45,-0.10,TRADE
VIC1,2026/05/07 14:10:00,5764.42,-0.10,TRADE
VIC1,2026/05/07 14:15:00,5795.83,-0.10,TRADE
VIC1,2026/05/07 14:20:00,5761.76,-0.10,TRADE
VIC1,2026/05/07 14:25:00,5785.76,-0.05,TRADE
VIC1,2026/05/07 14:30:00,5826.67,-0.10,TRADE
VIC1,2026/05/07 14:35:00,5925.1,0,TRADE
VIC1,2026/05/07 14:40:00,5978.65,0.93,TRADE
VIC1,2026/05/07 14:45:00,5987.5,0,TRADE
VIC1,2026/05/07 14:50:00,6007.64,0,TRADE
VIC1,2026/05/07 14:55:00,6150.46,1.17,TRADE
VIC1,2026/05/07 15:00:00,6190.14,8.70,TRADE
VIC1,2026/05/07 15:05:00,6209.37,5.02,TRADE
VIC1,2026/05/07 15:10:00,6196.61,1.51,TRADE
VIC1,2026/05/07 15:15:00,6252.49,13.63,TRADE
VIC1,2026/05/07 15:20:00,6335.32,20.51,TRADE
VIC1,2026/05/07 15:25:00,6361.3,25.11,TRADE
VIC1,2026/05/07 15:30:00,6366.57,5,TRADE
VIC1,2026/05/07 15:35:00,6428.29,16.11,TRADE
VIC1,2026/05/07 15:40:00,6534.27,35.80,TRADE
VIC1,2026/05/07 15:45:00,6457.8,25.11,TRADE
VIC1,2026/05/07 15:50:00,6564.47,25.11,TRADE
VIC1,2026/05/07 15:55:00,6682.19,34.53,TRADE
VIC1,2026/05/07 16:00:00,6731.55,56.34,TRADE
VIC1,2026/05/07 16:05:00,6736.6,53.09,TRADE
VIC1,2026/05/07 16:10:00,6668.53,46.68,TRADE
VIC1,2026/05/07 16:15:00,6670.44,49.09,TRADE
VIC1,2026/05/07 16:20:00,6830.39,53.09,TRADE
VIC1,2026/05/07 16:25:00,6921.31,53.69,TRADE
VIC1,2026/05/07 16:30:00,6925.31,53.69,TRADE
VIC1,2026/05/07 16:35:00,7019.74,15.11,TRADE
VIC1,2026/05/07 16:40:00,7087.16,53.69,TRADE
VIC1,2026/05/07 16:45:00,7182.62,71.10,TRADE
VIC1,2026/05/07 16:50:00,7114.29,51.97,TRADE
VIC1,2026/05/07 16:55:00,7207.75,53.69,TRADE
VIC1,2026/05/07 17:00:00,7283.83,71.12,TRADE
VIC1,2026/05/07 17:05:00,7333.05,60.77,TRADE
VIC1,2026/05/07 17:10:00,7396.21,54.72,TRADE
VIC1,2026/05/07 17:15:00,7427.73,59.29,TRADE
VIC1,2026/05/07 17:20:00,7477.3,59.75,TRADE
VIC1,2026/05/07 17:25:00,7575.17,58,TRADE
VIC1,2026/05/07 17:30:00,7605.73,57.13,TRADE
VIC1,2026/05/07 17:35:00,7591.14,55.45,TRADE
VIC1,2026/05/07 17:40:00,7679.9,54.31,TRADE
VIC1,2026/05/07 17:45:00,7717.95,54.91,TRADE
VIC1,2026/05/07 17:50:00,7771.39,53.85,TRADE
VIC1,2026/05/07 17:55:00,7749.88,53.70,TRADE
VIC1,2026/05/07 18:00:00,7744.44,53.69,TRADE
VIC1,2026/05/07 18:05:00,7737.44,53.69,TRADE
VIC1,2026/05/07 18:10:00,7727.35,53.95,TRADE
VIC1,2026/05/07 18:15:00,7635.69,53.69,TRADE
VIC1,2026/05/07 18:20:00,7643.19,53.69,TRADE
VIC1,2026/05/07 18:25:00,7699.88,53.23,TRADE
VIC1,2026/05/07 18:30:00,7681.84,53.69,TRADE
VIC1,2026/05/07 18:35:00,7568.66,53.65,TRADE
VIC1,2026/05/07 18:40:00,7618.02,50.43,TRADE
VIC1,2026/05/07 18:45:00,7622.97,51.78,TRADE
VIC1,2026/05/07 18:50:00,7593.91,49.17,TRADE
VIC1,2026/05/07 18:55:00,7613.12,52.99,TRADE
VIC1,2026/05/07 19:00:00,7458.03,48.83,TRADE
VIC1,2026/05/07 19:05:00,7501.37,49.20,TRADE
VIC1,2026/05/07 19:10:00,7466.36,49.99,TRADE
VIC1,2026/05/07 19:15:00,7386.59,49.23,TRADE
VIC1,2026/05/07 19:20:00,7440.84,53.41,TRADE
VIC1,2026/05/07 19:25:00,7385.81,52.46,TRADE
VIC1,2026/05/07 19:30:00,7339.98,49.87,TRADE
VIC1,2026/05/07 19:35:00,7334.44,53.01,TRADE
VIC1,2026/05/07 19:40:00,7264.9,48.35,TRADE
VIC1,2026/05/07 19:45:00,7242.38,48.79,TRADE
VIC1,2026/05/07 19:50:00,7258.24,29.69,TRADE
VIC1,2026/05/07 19:55:00,7238.09,48.77,TRADE
VIC1,2026/05/07 20:00:00,7136.4,47.69,TRADE
VIC1,2026/05/07 20:05:00,7189.17,39.29,TRADE
VIC1,2026/05/07 20:10:00,7110.51,39.29,TRADE
VIC1,2026/05/07 20:15:00,7142.39,29.69,TRADE
VIC1,2026/05/07 20:20:00,7109,29.69,TRADE
VIC1,2026/05/07 20:25:00,7016.12,29.69,TRADE
VIC1,2026/05/07 20:30:00,7046.1,49.87,TRADE
VIC1,2026/05/07 20:35:00,6974.29,15.14,TRADE
VIC1,2026/05/07 20:40:00,6987.44,15.11,TRADE
VIC1,2026/05/07 20:45:00,6864.33,15.11,TRADE
VIC1,2026/05/07 20:50:00,6869.15,8.47,TRADE
VIC1,2026/05/07 20:55:00,6819.2,13.01,TRADE
VIC1,2026/05/07 21:00:00,6730.48,29.69,TRADE
VIC1,2026/05/07 21:05:00,6612.1,15.15,TRADE
VIC1,2026/05/07 21:10:00,6628.6,29.69,TRADE
VIC1,2026/05/07 21:15:00,6522.62,27.02,TRADE
VIC1,2026/05/07 21:20:00,6515.28,5.02,TRADE
VIC1,2026/05/07 21:25:00,6506.19,29.69,TRADE
VIC1,2026/05/07 21:30:00,6434.64,5.02,TRADE
VIC1,2026/05/07 21:35:00,6402.64,8.94,TRADE
VIC1,2026/05/07 21:40:00,6381.91,7.02,TRADE
VIC1,2026/05/07 21:45:00,6343.39,5.08,TRADE
VIC1,2026/05/07 21:50:00,6272.14,0,TRADE
VIC1,2026/05/07 21:55:00,6197.45,0.01,TRADE
VIC1,2026/05/07 22:00:00,6082.55,0.01,TRADE
VIC1,2026/05/07 22:05:00,5962.4,-0.05,TRADE
VIC1,2026/05/07 22:10:00,5949.23,-0.05,TRADE
VIC1,2026/05/07 22:15:00,5933.25,-0.05,TRADE
VIC1,2026/05/07 22:20:00,5886.47,-0.05,TRADE
VIC1,2026/05/07 22:25:00,5938.08,5.08,TRADE
VIC1,2026/05/07 22:30:00,5896.53,0.01,TRADE
VIC1,2026/05/07 22:35:00,5792.25,-0.05,TRADE
VIC1,2026/05/07 22:40:00,5761.08,-0.05,TRADE
VIC1,2026/05/07 22:45:00,5784.46,-0.05,TRADE
VIC1,2026/05/07 22:50:00,5739.46,-0.05,TRADE
VIC1,2026/05/07 22:55:00,5588.02,-0.05,TRADE
VIC1,2026/05/07 23:00:00,5544.21,-0.05,TRADE
VIC1,2026/05/07 23:05:00,5627.39,5.08,TRADE
VIC1,2026/05/07 23:10:00,5657,5.02,TRADE
VIC1,2026/05/07 23:15:00,5635.39,8.95,TRADE
VIC1,2026/05/07 23:20:00,5652.75,5.08,TRADE
VIC1,2026/05/07 23:25:00,5635.46,8.94,TRADE
VIC1,2026/05/07 23:30:00,5631.56,8.94,TRADE
VIC1,2026/05/07 23:35:00,5583.79,8.94,TRADE
VIC1,2026/05/07 23:40:00,5432.03,5.08,TRADE
VIC1,2026/05/07 23:45:00,5413.25,5.08,TRADE
VIC1,2026/05/07 23:50:00,5339.29,5.08,TRADE
VIC1,2026/05/07 23:55:00,5263.86,5.08,TRADE
VIC1,2026/05/08 00:00:00,5313.98,8.95,TRADE
VIC1,2026/05/08 00:05:00,5283.52,5.08,TRADE
VIC1,2026/05/08 00:10:00,5258.76,5.08,TRADE
VIC1,2026/05/08 00:15:00,5240.17,4.01,TRADE
VIC1,2026/05/08 00:20:00,5145.93,0.01,TRADE
VIC1,2026/05/08 00:25:00,5077.84,-0.05,TRADE
VIC1,2026/05/08 00:30:00,5061.86,0.01,TRADE
VIC1,2026/05/08 00:35:00,5101.49,1.67,TRADE
VIC1,2026/05/08 00:40:00,5024.3,1.67,TRADE
VIC1,2026/05/08 00:45:00,5047.3,1.67,TRADE
VIC1,2026/05/08 00:50:00,5034.33,1.67,TRADE
VIC1,2026/05/08 00:55:00,4988.96,0.01,TRADE
VIC1,2026/05/08 01:00:00,4963.63,0.01,TRADE
