REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,2026/05/01 00:05:00,4510.93,7.95,TRADE
VIC1,2026/05/01 00:10:00,4537.89,4.55,TRADE
VIC1,2026/05/01 00:15:00,4518.44,4.55,TRADE
VIC1,2026/05/01 00:20:00,4487.46,4.55,TRADE
VIC1,2026/05/01 00:25:00,4413.79,4.55,TRADE
VIC1,2026/05/01 00:30:00,4456.21,4.55,TRADE
VIC1,2026/05/01 00:35:00,4427.93,1.67,TRADE
VIC1,2026/05/01 00:40:00,4371.84,1.67,TRADE
VIC1,2026/05/01 00:45:00,4320.43,1.67,TRADE
VIC1,2026/05/01 00:50:00,4306.21,0,TRADE
VIC1,2026/05/01 00:55:00,4348.15,0,TRADE
VIC1,2026/05/01 01:00:00,4306.9,0,TRADE
VIC1,2026/05/01 01:05:00,4251.04,0,TRADE
VIC1,2026/05/01 01:10:00,4231.35,0,TRADE
VIC1,2026/05/01 01:15:00,4221.48,-0.05,TRADE
VIC1,2026/05/01 01:20:00,4207.06,0,TRADE
VIC1,2026/05/01 01:25:00,4153.78,-0.05,TRADE
VIC1,2026/05/01 01:30:00,4069.51,-0.05,TRADE
VIC1,2026/05/01 01:35:00,4053.19,-0.10,TRADE
VIC1,2026/05/01 01:40:00,4103.18,-0.05,TRADE
VIC1,2026/05/01 01:45:00,4075.14,-0.10,TRADE
VIC1,2026/05/01 01:50:00,3968.77,-0.10,TRADE
VIC1,2026/05/01 01:55:00,4011.28,-0.10,TRADE
VIC1,2026/05/01 02:00:00,4015.75,-0.10,TRADE
VIC1,2026/05/01 02:05:00,4008.24,0,TRADE
VIC1,2026/05/01 02:10:00,3995.47,-0.10,TRADE
VIC1,2026/05/01 02:15:00,3920.51,-0.10,TRADE
VIC1,2026/05/01 02:20:00,3890.06,-0.10,TRADE
VIC1,2026/05/01 02:25:00,3929.14,-0.10,TRADE
VIC1,2026/05/01 02:30:00,3946.87,-2,TRADE
VIC1,2026/05/01 02:35:00,3851.22,-2,TRADE
VIC1,2026/05/01 02:40:00,3939.2,-0.10,TRADE
VIC1,2026/05/01 02:45:00,3924.97,-2,TRADE
VIC1,2026/05/01 02:50:00,3894.08,-2,TRADE
VIC1,2026/05/01 02:55:00,3893.56,-2.68,TRADE
VIC1,2026/05/01 03:00:00,3871.4,-2.99,TRADE
VIC1,2026/05/01 03:05:00,3827.26,-2,TRADE
VIC1,2026/05/01 03:10:00,3821.65,-2,TRADE
VIC1,2026/05/01 03:15:00,3899.98,-2,TRADE
VIC1,2026/05/01 03:20:00,3843.58,-2.69,TRADE
VIC1,2026/05/01 03:25:00,3917.13,-2.68,TRADE
VIC1,2026/05/01 03:30:00,3850.39,-2.68,TRADE
VIC1,2026/05/01 03:35:00,3819.37,-2,TRADE
VIC1,2026/05/01 03:40:00,3840.55,-2.99,TRADE
VIC1,2026/05/01 03:45:00,3877.46,-2.99,TRADE
VIC1,2026/05/01 03:50:00,3866.13,-2,TRADE
VIC1,2026/05/01 03:55:00,3897.04,-2,TRADE
VIC1,2026/05/01 04:00:00,3896.24,-2.99,TRADE
VIC1,2026/05/01 04:05:00,3838.02,-2.68,TRADE
VIC1,2026/05/01 04:10:00,3838.1,-2.29,TRADE
VIC1,2026/05/01 04:15:00,3849.48,-2.99,TRADE
VIC1,2026/05/01 04:20:00,3891.37,-2.99,TRADE
VIC1,2026/05/01 04:25:00,3889.11,-2.29,TRADE
VIC1,2026/05/01 04:30:00,3928.61,-2.29,TRADE
VIC1,2026/05/01 04:35:00,3910.53,-2.26,TRADE
VIC1,2026/05/01 04:40:00,3954.38,-2.29,TRADE
VIC1,2026/05/01 04:45:00,3979.44,-2.29,TRADE
VIC1,2026/05/01 04:50:00,3923.36,-2.29,TRADE
VIC1,2026/05/01 04:55:00,3916.58,-2.29,TRADE
VIC1,2026/05/01 05:00:00,3920.62,-2.99,TRADE
VIC1,2026/05/01 05:05:00,4028.59,-2.29,TRADE
VIC1,2026/05/01 05:10:00,4068.19,-2.29,TRADE
VIC1,2026/05/01 05:15:00,4118.02,-2.26,TRADE
VIC1,2026/05/01 05:20:00,4131.12,-2.99,TRADE
VIC1,2026/05/01 05:25:00,4166.94,-2,TRADE
VIC1,2026/05/01 05:30:00,4195.25,-2,TRADE
VIC1,2026/05/01 05:35:00,4226.76,-3.01,TRADE
VIC1,2026/05/01 05:40:00,4194.15,-2,TRADE
VIC1,2026/05/01 05:45:00,4281.89,-3.24,TRADE
VIC1,2026/05/01 05:50:00,4323.25,-2.26,TRADE
VIC1,2026/05/01 05:55:00,4425.82,-0.10,TRADE
VIC1,2026/05/01 06:00:00,4367.21,-0.10,TRADE
VIC1,2026/05/01 06:05:00,4486.03,-2,TRADE
VIC1,2026/05/01 06:10:00,4558.34,-0.10,TRADE
VIC1,2026/05/01 06:15:00,4623.35,-0.10,TRADE
VIC1,2026/05/01 06:20:00,4720.32,0,TRADE
VIC1,2026/05/01 06:25:00,4671.7,0,TRADE
VIC1,2026/05/01 06:30:00,4749.34,29.11,TRADE
VIC1,2026/05/01 06:35:00,4891.34,23.54,TRADE
VIC1,2026/05/01 06:40:00,4960.06,27.67,TRADE
VIC1,2026/05/01 06:45:00,5017.33,22.97,TRADE
VIC1,2026/05/01 06:50:00,5069.44,25.19,TRADE
VIC1,2026/05/01 06:55:00,5115.24,26.33,TRADE
VIC1,2026/05/01 07:00:00,5214.14,23.83,TRADE
VIC1,2026/05/01 07:05:00,5169.59,24.60,TRADE
VIC1,2026/05/01 07:10:00,5218.71,23.98,TRADE
VIC1,2026/05/01 07:15:00,5282.94,24.71,TRADE
VIC1,2026/05/01 07:20:00,5330.06,24.42,TRADE
VIC1,2026/05/01 07:25:00,5351.95,17.51,TRADE
VIC1,2026/05/01 07:30:00,5326.67,17.19,TRADE
VIC1,2026/05/01 07:35:00,5286.39,-1.15,TRADE
VIC1,2026/05/01 07:40:00,5324.8,-0.10,TRADE
VIC1,2026/05/01 07:45:00,5358.87,-1.18,TRADE
VIC1,2026/05/01 07:50:00,5254.34,-0.10,TRADE
VIC1,2026/05/01 07:55:00,5228.46,-0.10,TRADE
VIC1,2026/05/01 08:00:00,5239.62,-0.10,TRADE
VIC1,2026/05/01 08:05:00,5147.02,0.01,TRADE
VIC1,2026/05/01 08:10:00,5189.71,0.01,TRADE
VIC1,2026/05/01 08:15:00,5083.37,-0.05,TRADE
VIC1,2026/05/01 08:20:00,5074.57,-0.10,TRADE
VIC1,2026/05/01 08:25:00,5044.81,-2.29,TRADE
VIC1,2026/05/01 08:30:00,5014.6,-2.80,TRADE
VIC1,2026/05/01 08:35:00,4905.17,-3,TRADE
VIC1,2026/05/01 08:40:00,4851.03,-2.26,TRADE
VIC1,2026/05/01 08:45:00,4762.06,-3,TRADE
VIC1,2026/05/01 08:50:00,4685.83,-3,TRADE
VIC1,2026/05/01 08:55:00,4657.05,-2.33,TRADE
VIC1,2026/05/01 09:00:00,4603.56,-3,TRADE
VIC1,2026/05/01 09:05:00,4579.45,-2,TRADE
VIC1,2026/05/01 09:10:00,4589.69,-2.26,TRADE
VIC1,2026/05/01 09:15:00,4560.68,-2.26,TRADE
VIC1,2026/05/01 09:20:00,4420.16,-3,TRADE
VIC1,2026/05/01 09:25:00,4427.94,-2.80,TRADE
VIC1,2026/05/01 09:30:00,4419.25,-3.01,TRADE
VIC1,2026/05/01 09:35:00,4403.82,-3.01,TRADE
VIC1,2026/05/01 09:40:00,4383.24,-3,TRADE
VIC1,2026/05/01 09:45:00,4297.58,-3.41,TRADE
VIC1,2026/05/01 09:50:00,4241.51,-3.37,TRADE
VIC1,2026/05/01 09:55:00,4242.77,-3.31,TRADE
VIC1,2026/05/01 10:00:00,4099.81,-3.06,TRADE
VIC1,2026/05/01 10:05:00,4061,-5.36,TRADE
VIC1,2026/05/01 10:10:00,4145.55,-3.28,TRADE
VIC1,2026/05/01 10:15:00,3913.23,-4.11,TRADE
VIC1,2026/05/01 10:20:00,4012.69,-5.20,TRADE
VIC1,2026/05/01 10:25:00,4078.02,-4.15,TRADE
VIC1,2026/05/01 10:30:00,3915.29,-7.25,TRADE
VIC1,2026/05/01 10:35:00,3896.39,-4.14,TRADE
VIC1,2026/05/01 10:40:00,3872.3,-3.55,TRADE
VIC1,2026/05/01 10:45:00,3700.95,-7.25,TRADE
VIC1,2026/05/01 10:50:00,3772.94,-8.05,TRADE
VIC1,2026/05/01 10:55:00,3726.51,-3.99,TRADE
VIC1,2026/05/01 11:00:00,3694.89,-3.10,TRADE
VIC1,2026/05/01 11:05:00,3513.9,-5.02,TRADE
VIC1,2026/05/01 11:10:00,3699.79,-3.55,TRADE
VIC1,2026/05/01 11:15:00,3752.09,-3.07,TRADE
VIC1,2026/05/01 11:20:00,3630.99,-3.55,TRADE
VIC1,2026/05/01 11:25:00,3654.3,-3.55,TRADE
VIC1,2026/05/01 11:30:00,3585.13,-7.23,TRADE
VIC1,2026/05/01 11:35:00,3638.51,-3.55,TRADE
VIC1,2026/05/01 11:40:00,3554.35,-4.25,TRADE
VIC1,2026/05/01 11:45:00,3589.11,-3.55,TRADE
VIC1,2026/05/01 11:50:00,3516.49,-4.18,TRADE
VIC1,2026/05/01 11:55:00,3519.57,-7.23,TRADE
VIC1,2026/05/01 12:00:00,3568.7,-7.23,TRADE
VIC1,2026/05/01 12:05:00,3505.54,-6.08,TRADE
VIC1,2026/05/01 12:10:00,3503.52,-4.10,TRADE
VIC1,2026/05/01 12:15:00,3522.06,-7.83,TRADE
VIC1,2026/05/01 12:20:00,3439.93,-7.23,TRADE
VIC1,2026/05/01 12:25:00,3440.12,-4.10,TRADE
VIC1,2026/05/01 12:30:00,3432.76,-4.04,TRADE
VIC1,2026/05/01 12:35:00,3409.58,-3.55,TRADE
VIC1,2026/05/01 12:40:00,3458.38,-5.07,TRADE
VIC1,2026/05/01 12:45:00,3465.37,-3.55,TRADE
VIC1,2026/05/01 12:50:00,3354.31,-9.02,TRADE
VIC1,2026/05/01 12:55:00,3560.07,-3.40,TRADE
VIC1,2026/05/01 13:00:00,3542.56,-7.82,TRADE
VIC1,2026/05/01 13:05:00,3598.87,-3.55,TRADE
VIC1,2026/05/01 13:10:00,3592.81,-3.55,TRADE
VIC1,2026/05/01 13:15:00,3656.84,-3.01,TRADE
VIC1,2026/05/01 13:20:00,3636.9,-3.26,TRADE
VIC1,2026/05/01 13:25:00,3678.13,-3.31,TRADE
VIC1,2026/05/01 13:30:00,3659.5,-3.24,TRADE
VIC1,2026/05/01 13:35:00,3755.6,-3.29,TRADE
VIC1,2026/05/01 13:40:00,3800.26,-3,TRADE
VIC1,2026/05/01 13:45:00,3740.42,-3,TRADE
VIC1,2026/05/01 13:50:00,3921.27,-2.29,TRADE
VIC1,2026/05/01 13:55:00,3959.62,-2,TRADE
VIC1,2026/05/01 14:00:00,3879.6,-3.12,TRADE
VIC1,2026/05/01 14:05:00,3978.76,-3.29,TRADE
VIC1,2026/05/01 14:10:00,3990.91,-3.20,TRADE
VIC1,2026/05/01 14:15:00,4040.29,-1.21,TRADE
VIC1,2026/05/01 14:20:00,3998.61,-3,TRADE
VIC1,2026/05/01 14:25:00,4054.18,-2.26,TRADE
VIC1,2026/05/01 14:30:00,4018.93,-3.40,TRADE
VIC1,2026/05/01 14:35:00,4129.99,-3.48,TRADE
VIC1,2026/05/01 14:40:00,4189.34,-3.45,TRADE
VIC1,2026/05/01 14:45:00,4225.02,-2.29,TRADE
VIC1,2026/05/01 14:50:00,4349.15,-2.29,TRADE
VIC1,2026/05/01 14:55:00,4402.15,-2,TRADE
VIC1,2026/05/01 15:00:00,4388.95,-3,TRADE
VIC1,2026/05/01 15:05:00,4369.08,-3.55,TRADE
VIC1,2026/05/01 15:10:00,4458.35,-3,TRADE
VIC1,2026/05/01 15:15:00,4552.67,-3.36,TRADE
VIC1,2026/05/01 15:20:00,4561.14,-2.29,TRADE
VIC1,2026/05/01 15:25:00,4617.38,-0.05,TRADE
VIC1,2026/05/01 15:30:00,4732.17,0,TRADE
VIC1,2026/05/01 15:35:00,4710.11,-1.21,TRADE
VIC1,2026/05/01 15:40:00,4783.21,-2.29,TRADE
VIC1,2026/05/01 15:45:00,4908.62,-0.10,TRADE
VIC1,2026/05/01 15:50:00,4999.46,-1.23,TRADE
VIC1,2026/05/01 15:55:00,5134.52,0,TRADE
VIC1,2026/05/01 16:00:00,5062.37,0,TRADE
VIC1,2026/05/01 16:05:00,5174.09,-0.05,TRADE
VIC1,2026/05/01 16:10:00,5172.46,0,TRADE
VIC1,2026/05/01 16:15:00,5277.21,0,TRADE
VIC1,2026/05/01 16:20:00,5426,10.81,TRADE
VIC1,2026/05/01 16:25:00,5426.37,-2,TRADE
VIC1,2026/05/01 16:30:00,5511.74,28.69,TRADE
VIC1,2026/05/01 16:35:00,5571.2,8.95,TRADE
VIC1,2026/05/01 16:40:00,5583.7,17.35,TRADE
VIC1,2026/05/01 16:45:00,5636.35,21.40,TRADE
VIC1,2026/05/01 16:50:00,5637.88,28.69,TRADE
VIC1,2026/05/01 16:55:00,5686.96,28.69,TRADE
VIC1,2026/05/01 17:00:00,5783.72,20.53,TRADE
VIC1,2026/05/01 17:05:00,5767.2,28.69,TRADE
VIC1,2026/05/01 17:10:00,5759.87,28.69,TRADE
VIC1,2026/05/01 17:15:00,5744.96,19.18,TRADE
VIC1,2026/05/01 17:20:00,5859.61,19.18,TRADE
VIC1,2026/05/01 17:25:00,5871.39,28.69,TRADE
VIC1,2026/05/01 17:30:00,5880.1,8.69,TRADE
VIC1,2026/05/01 17:35:00,5918.86,8.69,TRADE
VIC1,2026/05/01 17:40:00,5839.69,8.69,TRADE
VIC1,2026/05/01 17:45:00,5864.56,8.69,TRADE
VIC1,2026/05/01 17:50:00,5889.46,8.95,TRADE
VIC1,2026/05/01 17:55:00,5952.26,28.69,TRADE
VIC1,2026/05/01 18:00:00,5987.7,22,TRADE
VIC1,2026/05/01 18:05:00,5867.14,8.95,TRADE
VIC1,2026/05/01 18:10:00,5886.34,8.95,TRADE
VIC1,2026/05/01 18:15:00,5815.37,8.95,TRADE
VIC1,2026/05/01 18:20:00,5866.39,8.95,TRADE
VIC1,2026/05/01 18:25:00,5878.22,8.95,TRADE
VIC1,2026/05/01 18:30:00,5795.09,8.95,TRADE
VIC1,2026/05/01 18:35:00,5840.77,8.95,TRADE
VIC1,2026/05/01 18:40:00,5799.09,8.69,TRADE
VIC1,2026/05/01 18:45:00,5801.71,8.69,TRADE
VIC1,2026/05/01 18:50:00,5705,8.69,TRADE
VIC1,2026/05/01 18:55:00,5681.02,8.69,TRADE
VIC1,2026/05/01 19:00:00,5720.92,28.69,TRADE
VIC1,2026/05/01 19:05:00,5643.23,8.95,TRADE
VIC1,2026/05/01 19:10:00,5611.27,8.95,TRADE
VIC1,2026/05/01 19:15:00,5627.32,28.69,TRADE
VIC1,2026/05/01 19:20:00,5563.3,9,TRADE
VIC1,2026/05/01 19:25:00,5549.86,8.69,TRADE
VIC1,2026/05/01 19:30:00,5549.91,8.08,TRADE
VIC1,2026/05/01 19:35:00,5563.44,0.03,TRADE
VIC1,2026/05/01 19:40:00,5541.36,2.08,TRADE
VIC1,2026/05/01 19:45:00,5531.79,8.69,TRADE
VIC1,2026/05/01 19:50:00,5453.84,4.55,TRADE
VIC1,2026/05/01 19:55:00,5417.31,8.95,TRADE
VIC1,2026/05/01 20:00:00,5406.16,4.55,TRADE
VIC1,2026/05/01 20:05:00,5376.32,8.95,TRADE
VIC1,2026/05/01 20:10:00,5425.03,9,TRADE
VIC1,2026/05/01 20:15:00,5358.73,8.95,TRADE
VIC1,2026/05/01 20:20:00,5393.5,8.95,TRADE
VIC1,2026/05/01 20:25:00,5313.11,4.55,TRADE
VIC1,2026/05/01 20:30:00,5338.83,4.55,TRADE
VIC1,2026/05/01 20:35:00,5315.59,4.55,TRADE
VIC1,2026/05/01 20:40:00,5279.42,0.01,TRADE
VIC1,2026/05/01 20:45:00,5252.78,0.01,TRADE
VIC1,2026/05/01 20:50:00,5173.85,-0.05,TRADE
VIC1,2026/05/01 20:55:00,5116.93,-0.10,TRADE
VIC1,2026/05/01 21:00:00,5101.71,-0.10,TRADE
VIC1,2026/05/01 21:05:00,5158.6,-0.10,TRADE
VIC1,2026/05/01 21:10:00,5130.61,-0.10,TRADE
VIC1,2026/05/01 21:15:00,5078.99,-0.10,TRADE
VIC1,2026/05/01 21:20:00,5082.44,-0.10,TRADE
VIC1,2026/05/01 21:25:00,5018.63,-0.10,TRADE
VIC1,2026/05/01 21:30:00,5031.76,-0.10,TRADE
VIC1,2026/05/01 21:35:00,5018.18,-1.15,TRADE
VIC1,2026/05/01 21:40:00,4959.19,-2,TRADE
VIC1,2026/05/01 21:45:00,4890.49,-2.99,TRADE
VIC1,2026/05/01 21:50:00,4905.58,-2.99,TRADE
VIC1,2026/05/01 21:55:00,4915.64,-3.30,TRADE
VIC1,2026/05/01 22:00:00,4883.65,-2.99,TRADE
VIC1,2026/05/01 22:05:00,4790.73,-2.29,TRADE
VIC1,2026/05/01 22:10:00,4770.93,-2.99,TRADE
VIC1,2026/05/01 22:15:00,4767.75,-2,TRADE
VIC1,2026/05/01 22:20:00,4718.04,-2,TRADE
VIC1,2026/05/01 22:25:00,4672.12,-2.26,TRADE
VIC1,2026/05/01 22:30:00,4658.33,-2,TRADE
VIC1,2026/05/01 22:35:00,4669.45,-1.14,TRADE
VIC1,2026/05/01 22:40:00,4628.59,-1.15,TRADE
VIC1,2026/05/01 22:45:00,4552.99,-2,TRADE
VIC1,2026/05/01 22:50:00,4575.98,-2,TRADE
VIC1,2026/05/01 22:55:00,4581.81,-1.15,TRADE
VIC1,2026/05/01 23:00:00,4574.13,-1.14,TRADE
VIC1,2026/05/01 23:05:00,4525.84,-2,TRADE
VIC1,2026/05/01 23:10:00,4689.97,-0.10,TRADE
VIC1,2026/05/01 23:15:00,4752.04,-0.10,TRADE
VIC1,2026/05/01 23:20:00,4739.9,-0.10,TRADE
VIC1,2026/05/01 23:25:00,4695.77,-0.10,TRADE
VIC1,2026/05/01 23:30:00,4661.87,-0.10,TRADE
VIC1,2026/05/01 23:35:00,4621.4,-0.10,TRADE
VIC1,2026/05/01 23:40:00,4576.96,-0.10,TRADE
VIC1,2026/05/01 23:45:00,4600.77,-0.10,TRADE
VIC1,2026/05/01 23:50:00,4560.99,-1.16,TRADE
VIC1,2026/05/01 23:55:00,4494.9,-2,TRADE
VIC1,2026/05/02 00:00:00,4478.53,-2,TRADE
VIC1,2026/05/02 00:05:00,4440.64,-1.18,TRADE
VIC1,2026/05/02 00:10:00,4441.88,-0.10,TRADE
VIC1,2026/05/02 00:15:00,4356.35,-0.10,TRADE
VIC1,2026/05/02 00:20:00,4337.75,-0.10,TRADE
VIC1,2026/05/02 00:25:00,4314.44,-0.10,TRADE
VIC1,2026/05/02 00:30:00,4266.86,-1.17,TRADE
VIC1,2026/05/02 00:35:00,4227.17,-1.17,TRADE
VIC1,2026/05/02 00:40:00,4297.6,-0.10,TRADE
VIC1,2026/05/02 00:45:00,4265.06,-0.10,TRADE
VIC1,2026/05/02 00:50:00,4237.99,-0.10,TRADE
VIC1,2026/05/02 00:55:00,4199.08,-1.15,TRADE
VIC1,2026/05/02 01:00:00,4191.13,-1.17,TRADE
VIC1,2026/05/02 01:05:00,4191.96,-2,TRADE
VIC1,2026/05/02 01:10:00,4101.3,-2,TRADE
VIC1,2026/05/02 01:15:00,4161.52,-1.15,TRADE
VIC1,2026/05/02 01:20:00,4031.21,-2.26,TRADE
VIC1,2026/05/02 01:25:00,4036.39,-2.26,TRADE
VIC1,2026/05/02 01:30:00,4071.35,-2,TRADE
VIC1,2026/05/02 01:35:00,4037.39,-2.29,TRADE
VIC1,2026/05/02 01:40:00,3964.62,-2.29,TRADE
VIC1,2026/05/02 01:45:00,4002.8,-2.26,TRADE
VIC1,2026/05/02 01:50:00,3960.68,-2.29,TRADE
VIC1,2026/05/02 01:55:00,3955.28,-2.29,TRADE
VIC1,2026/05/02 02:00:00,3938.52,-2.29,TRADE
VIC1,2026/05/02 02:05:00,3841.74,-2.99,TRADE
VIC1,2026/05/02 02:10:00,3811.78,-2.99,TRADE
VIC1,2026/05/02 02:15:00,3811.55,-2,TRADE
VIC1,2026/05/02 02:20:00,3792.02,-2.15,TRADE
VIC1,2026/05/02 02:25:00,3811.6,-2.99,TRADE
VIC1,2026/05/02 02:30:00,3885.52,-2.29,TRADE
VIC1,2026/05/02 02:35:00,3770.08,-2.99,TRADE
VIC1,2026/05/02 02:40:00,3820.53,-2.14,TRADE
VIC1,2026/05/02 02:45:00,3827.18,-2.16,TRADE
VIC1,2026/05/02 02:50:00,3841.25,-2.29,TRADE
VIC1,2026/05/02 02:55:00,3841.22,-2.29,TRADE
VIC1,2026/05/02 03:00:00,3769.49,-3.01,TRADE
VIC1,2026/05/02 03:05:00,3751,-3.20,TRADE
VIC1,2026/05/02 03:10:00,3749,-2.29,TRADE
VIC1,2026/05/02 03:15:00,3830.93,-2.99,TRADE
VIC1,2026/05/02 03:20:00,3830.15,-3.22,TRADE
VIC1,2026/05/02 03:25:00,3817.03,-2.29,TRADE
VIC1,2026/05/02 03:30:00,3801.52,-3.21,TRADE
VIC1,2026/05/02 03:35:00,3796.07,-3.21,TRADE
VIC1,2026/05/02 03:40:00,3785.24,-3.24,TRADE
VIC1,2026/05/02 03:45:00,3806.81,-3.01,TRADE
VIC1,2026/05/02 03:50:00,3708.78,-2.29,TRADE
VIC1,2026/05/02 03:55:00,3736.46,-3.01,TRADE
VIC1,2026/05/02 04:00:00,3714.46,-2.29,TRADE
VIC1,2026/05/02 04:05:00,3710.33,-2.09,TRADE
VIC1,2026/05/02 04:10:00,3800.79,-2.29,TRADE
VIC1,2026/05/02 04:15:00,3797.27,-2.29,TRADE
VIC1,2026/05/02 04:20:00,3718.34,-2.29,TRADE
VIC1,2026/05/02 04:25:00,3785.95,-2.26,TRADE
VIC1,2026/05/02 04:30:00,3762.52,-2.29,TRADE
VIC1,2026/05/02 04:35:00,3782.23,-2.29,TRADE
VIC1,2026/05/02 04:40:00,3804.65,-2.26,TRADE
VIC1,2026/05/02 04:45:00,3719.51,-2.29,TRADE
VIC1,2026/05/02 04:50:00,3726.3,-2.29,TRADE
VIC1,2026/05/02 04:55:00,3751.11,-2.29,TRADE
VIC1,2026/05/02 05:00:00,3775.64,-2.29,TRADE
VIC1,2026/05/02 05:05:00,3789.46,-2.26,TRADE
VIC1,2026/05/02 05:10:00,3778.82,-2.29,TRADE
VIC1,2026/05/02 05:15:00,3816.48,-2.26,TRADE
VIC1,2026/05/02 05:20:00,3823.23,-2.26,TRADE
VIC1,2026/05/02 05:25:00,3837.78,-2.26,TRADE
VIC1,2026/05/02 05:30:00,3765.69,-2.26,TRADE
VIC1,2026/05/02 05:35:00,3779.64,-2.29,TRADE
VIC1,2026/05/02 05:40:00,3805.92,-2.29,TRADE
VIC1,2026/05/02 05:45:00,3795.8,-2.29,TRADE
VIC1,2026/05/02 05:50:00,3809.99,-2.29,TRADE
VIC1,2026/05/02 05:55:00,3785.26,-2.29,TRADE
VIC1,2026/05/02 06:00:00,3843.32,-2.29,TRADE
VIC1,2026/05/02 06:05:00,3845.75,-2.29,TRADE
VIC1,2026/05/02 06:10:00,3885.75,-2.29,TRADE
VIC1,2026/05/02 06:15:00,3915.61,-2.29,TRADE
VIC1,2026/05/02 06:20:00,3926.86,-2.26,TRADE
VIC1,2026/05/02 06:25:00,3980.62,-2.08,TRADE
VIC1,2026/05/02 06:30:00,4010.36,-2.12,TRADE
VIC1,2026/05/02 06:35:00,4021.24,-2.15,TRADE
VIC1,2026/05/02 06:40:00,4031.57,-2.16,TRADE
VIC1,2026/05/02 06:45:00,4092.38,-2,TRADE
VIC1,2026/05/02 06:50:00,4066.11,-2,TRADE
VIC1,2026/05/02 06:55:00,4064.45,-2,TRADE
VIC1,2026/05/02 07:00:00,4102.77,-2,TRADE
VIC1,2026/05/02 07:05:00,4116.3,-2,TRADE
VIC1,2026/05/02 07:10:00,4121.33,-2,TRADE
VIC1,2026/05/02 07:15:00,4144.19,-2,TRADE
VIC1,2026/05/02 07:20:00,4137.51,-2.15,TRADE
VIC1,2026/05/02 07:25:00,4154.45,-2.15,TRADE
VIC1,2026/05/02 07:30:00,4146.73,-2.10,TRADE
VIC1,2026/05/02 07:35:00,4181.63,-2.06,TRADE
VIC1,2026/05/02 07:40:00,4210.28,-2.07,TRADE
VIC1,2026/05/02 07:45:00,4220.04,-2.07,TRADE
VIC1,2026/05/02 07:50:00,4241.76,-2.13,TRADE
VIC1,2026/05/02 07:55:00,4198.4,-2.07,TRADE
VIC1,2026/05/02 08:00:00,4198.89,-2.06,TRADE
VIC1,2026/05/02 08:05:00,4278.78,-1.13,TRADE
VIC1,2026/05/02 08:10:00,4318.39,-1.11,TRADE
VIC1,2026/05/02 08:15:00,4289.64,-2,TRADE
VIC1,2026/05/02 08:20:00,4293.47,-2,TRADE
VIC1,2026/05/02 08:25:00,4312.03,-2,TRADE
VIC1,2026/05/02 08:30:00,4292.07,-2.26,TRADE
VIC1,2026/05/02 08:35:00,4329.6,-2.09,TRADE
VIC1,2026/05/02 08:40:00,4322.3,-2,TRADE
VIC1,2026/05/02 08:45:00,4219.32,-2.25,TRADE
VIC1,2026/05/02 08:50:00,4242.67,-2.19,TRADE
VIC1,2026/05/02 08:55:00,4204.43,-2,TRADE
VIC1,2026/05/02 09:00:00,4237.5,-2.03,TRADE
VIC1,2026/05/02 09:05:00,4242.47,-2,TRADE
VIC1,2026/05/02 09:10:00,4213.73,-2.25,TRADE
VIC1,2026/05/02 09:15:00,4284.92,-1.17,TRADE
VIC1,2026/05/02 09:20:00,4346.16,-2.07,TRADE
VIC1,2026/05/02 09:25:00,4233.19,-2.09,TRADE
VIC1,2026/05/02 09:30:00,4247.53,-2.26,TRADE
VIC1,2026/05/02 09:35:00,4169.82,-3.01,TRADE
VIC1,2026/05/02 09:40:00,4201.08,-2.29,TRADE
VIC1,2026/05/02 09:45:00,4173.55,-3.01,TRADE
VIC1,2026/05/02 09:50:00,4132.84,-2.29,TRADE
VIC1,2026/05/02 09:55:00,4178.76,-2.29,TRADE
VIC1,2026/05/02 10:00:00,4206.27,-2.26,TRADE
VIC1,2026/05/02 10:05:00,4222.63,-2.08,TRADE
VIC1,2026/05/02 10:10:00,4225.03,-2,TRADE
VIC1,2026/05/02 10:15:00,4197.17,-2.08,TRADE
VIC1,2026/05/02 10:20:00,4218.55,-2,TRADE
VIC1,2026/05/02 10:25:00,4259.37,-2,TRADE
VIC1,2026/05/02 10:30:00,4120.7,-2.97,TRADE
VIC1,2026/05/02 10:35:00,4126.71,-2.26,TRADE
VIC1,2026/05/02 10:40:00,4157.35,-3,TRADE
VIC1,2026/05/02 10:45:00,4194.03,-3,TRADE
VIC1,2026/05/02 10:50:00,4088.86,-3.10,TRADE
VIC1,2026/05/02 10:55:00,4167.02,-3.01,TRADE
VIC1,2026/05/02 11:00:00,4110.25,-3.55,TRADE
VIC1,2026/05/02 11:05:00,4119.34,-3.01,TRADE
VIC1,2026/05/02 11:10:00,4228.85,-2.25,TRADE
VIC1,2026/05/02 11:15:00,4187.29,-3.01,TRADE
VIC1,2026/05/02 11:20:00,4197.19,-2.26,TRADE
VIC1,2026/05/02 11:25:00,4257.48,-2.26,TRADE
VIC1,2026/05/02 11:30:00,4270.04,-2.25,TRADE
VIC1,2026/05/02 11:35:00,4158.58,-1.19,TRADE
VIC1,2026/05/02 11:40:00,4235.62,-1.20,TRADE
VIC1,2026/05/02 11:45:00,4153.71,-2.14,TRADE
VIC1,2026/05/02 11:50:00,4145.67,-2,TRADE
